,Track name,artists,genre
5775,War Eternal,Arch Enemy,metalcore
6463,Sour Girl,Stone Temple Pilots,metalcore
6260,Changin' Times,Nazareth,metalcore
6423,Sound of Madness,Shinedown,metalcore
6427,18 and Life,Skid Row,metalcore
5923,Voices,Disturbed,metalcore
6050,Atom and Evil,Heaven & Hell,metalcore
6426,Planet Zero,Shinedown,metalcore
6569,I'll Wait,Van Halen,metalcore
6062,If I Could Fly,Helloween,metalcore
5829,Tattoo Vampire,Blue Oyster Cult,metalcore
5761,Nothing Else Matters,Apocalyptica,metalcore
6208,Watch the Children Pray,Metal Church,metalcore
6374,No Bullets Fly,Sabaton,metalcore
6465,Join The Army,Suicidal Tendencies,metalcore
6453,Say You'll Haunt Me,Stone Sour,metalcore
5703,Rose,A Perfect Circle,metalcore
6568,Hot for Teacher,Van Halen,metalcore
6571,Panama,Van Halen,metalcore
6131,Hordes of Chaos (A Necrologue for the Elite),Kreator,metalcore
6308,I Don't Wanna Stop - Live,Ozzy Osbourne,metalcore
6044,Crucible (Remastered),Halford,metalcore
5736,No Excuses,Alice In Chains,metalcore
6253,Dig,Mudvayne,metalcore
5828,Sinful Love,Blue Oyster Cult,metalcore
5908,Don't Talk to Strangers,Dio,metalcore
6613,The Deeper the Love - 2019 Remaster,Whitesnake,metalcore
6470,Possessed To Skate,Suicidal Tendencies,metalcore
5702,By And Down The River,A Perfect Circle,metalcore
5973,We Care a Lot,Faith No More,metalcore
6347,Street Of Dreams,Rainbow,metalcore
5873,Everytime I Die,Children Of Bodom,metalcore
6165,I Don't Like The Drugs (But The Drugs Like Me),Marilyn Manson,metalcore
6163,Lunchbox,Marilyn Manson,metalcore
6552,We're Not Gonna Take It,Twisted Sister,metalcore
6593,Mean Man,W.A.S.P.,metalcore
6602,More Human Than Human,White Zombie,metalcore
6155,Blood of the Kings,Manowar,metalcore
5800,Stillborn,Black Label Society,metalcore
6473,Cyco Vision,Suicidal Tendencies,metalcore
5729,Under My Wheels - Live in Columbus,Alice Cooper,metalcore
6193,Evil,Mercyful Fate,metalcore
6281,The Drapery Falls,Opeth,metalcore
6615,Heaven Tonight,Yngwie Malmsteen,metalcore
6338,Sign of the Times - Re-Recorded,Quiet Riot,metalcore
6405,Send Me An Angel,Scorpions,metalcore
6509,Love Removal Machine,The Cult,metalcore
5854,Hammer Smashed Face,Cannibal Corpse,metalcore
6541,In Waves,Trivium,metalcore
6265,This Flight Tonight - 1991 Version,Nazareth,metalcore
5884,Dirty Black Summer,Danzig,metalcore
6600,Thunder Kiss '65,White Zombie,metalcore
6466,War Inside My Head,Suicidal Tendencies,metalcore
5732,Down In A Hole (2022 Remaster),Alice In Chains,metalcore
5778,Seize the Day,Avenged Sevenfold,metalcore
5966,Fabulous Disaster,Exodus,metalcore
6533,Vicarious,TOOL,metalcore
6489,Signs - Live At The Trocadero / 1990,Tesla,metalcore
6464,Institutionalized,Suicidal Tendencies,metalcore
5844,4 Words (To Choke Upon),Bullet For My Valentine,metalcore
6378,The Last Stand,Sabaton,metalcore
6416,Slave New World,Sepultura,metalcore
6186,Sweating Bullets,Megadeth,metalcore
6231,She - Reel Platinum 1985,Misfits,metalcore
6435,Slave to the Grind,Skid Row,metalcore
6290,Hello from the Gutter,Overkill,metalcore
6008,Square Hammer,Ghost,metalcore
5899,Photograph,Def Leppard,metalcore
6083,Wasted Years,Iron Maiden,metalcore
6486,Hang Tough,Tesla,metalcore
5744,Twilight Of The Thunder God,Amon Amarth,metalcore
5961,Step Up,Drowning Pool,metalcore
6256,Silenced,Mudvayne,metalcore
6201,Bleed,Meshuggah,metalcore
5781,Almost Easy,Avenged Sevenfold,metalcore
6241,Shout At The Devil '97,Motley Crue,metalcore
5862,Morbid Tales,Celtic Frost,metalcore
5871,Are You Dead Yet?,Children Of Bodom,metalcore
6171,March of the Fire Ants,Mastodon,metalcore
6139,Walk with Me In Hell,Lamb of God,metalcore
5875,Downfall,Children Of Bodom,metalcore
6184,Holy Wars...The Punishment Due,Megadeth,metalcore
6100,The End of Heartache,Killswitch Engage,metalcore
5930,Burning Like A Flame,Dokken,metalcore
6355,Body Talk,Ratt,metalcore
5969,War Is My Shepherd,Exodus,metalcore
5916,Rock 'n' Roll Children - 2016 Remaster,Dio,metalcore
5768,Dead Eyes See No Future,Arch Enemy,metalcore
6385,Believe,Savatage,metalcore
5740,Death in Fire,Amon Amarth,metalcore
5717,Midnight Mover,Accept,metalcore
6442,Duality,Slipknot,metalcore
6026,L'enfant sauvage,Gojira,metalcore
6067,Trigger,In Flames,metalcore
6322,Operation Mindcrime,Queensryche,metalcore
6274,Over The Hills And Far Away,Nightwish,metalcore
6420,If You Only Knew,Shinedown,metalcore
6105,Hate by Design,Killswitch Engage,metalcore
6432,In a Darkened Room,Skid Row,metalcore
6027,Stranded,Gojira,metalcore
5981,Last Cup of Sorrow - 2016 Remaster,Faith No More,metalcore
6123,Heaven's On Fire,Kiss,metalcore
5701,Judith,A Perfect Circle,metalcore
6340,Stargazer,Rainbow,metalcore
5956,Feel Like I Do,Drowning Pool,metalcore
5979,King for a Day,Faith No More,metalcore
6294,Horrorscope,Overkill,metalcore
6005,He Is,Ghost,metalcore
6578,Countess Bathory,Venom,metalcore
6257,Bad Bad Boy,Nazareth,metalcore
6359,More Human Than Human - Live,Rob Zombie,metalcore
5949,Scene Eight: The Spirit Carries On,Dream Theater,metalcore
6370,40:1,Sabaton,metalcore
6494,Over the Wall,Testament,metalcore
6332,Thunderbird,Quiet Riot,metalcore
6148,From This Day,Machine Head,metalcore
6170,This Is The New S**t,Marilyn Manson,metalcore
6525,Ænema,TOOL,metalcore
6333,Condition Critical,Quiet Riot,metalcore
5870,Follow The Reaper,Children Of Bodom,metalcore
6428,I Remember You,Skid Row,metalcore
6182,Wake Up Dead - 2004 Remaster,Megadeth,metalcore
5840,Accident of Birth - 2001 Remaster,Bruce Dickinson,metalcore
5986,Shock,Fear Factory,metalcore
6039,November Rain,Guns N' Roses,metalcore
6444,Psychosocial,Slipknot,metalcore
5993,Far From Home,Five Finger Death Punch,metalcore
5784,Nightmare,Avenged Sevenfold,metalcore
6029,Silvera,Gojira,metalcore
5759,Only,Anthrax,metalcore
6017,Straight Out Of Line,Godsmack,metalcore
6522,Deified,Tony Iommi,metalcore
5837,Tattooed Millionaire,Bruce Dickinson,metalcore
6119,Shout It Out Loud - 2012 Remix,Kiss,metalcore
5802,Suicide Messiah,Black Label Society,metalcore
6412,Inner Self,Sepultura,metalcore
6577,Witching Hour,Venom,metalcore
6391,Strong Arm of the Law (2009 Remaster),Saxon,metalcore
6102,My Curse,Killswitch Engage,metalcore
5896,Stormbringer,Deep Purple,metalcore
6156,Brothers Of Metal (Part 1),Manowar,metalcore
5874,Angels Don't Kill - Live in London,Children Of Bodom,metalcore
6235,Home Sweet Home,Motley Crue,metalcore
6396,And the Bands Played on,Saxon,metalcore
6336,The Wild And The Young,Quiet Riot,metalcore
6318,This Love,Pantera,metalcore
6311,Cemetery Gates,Pantera,metalcore
6413,Ratamahatta,Sepultura,metalcore
6064,Only for the Weak,In Flames,metalcore
5739,Heaven Beside You,Alice In Chains,metalcore
5911,Stand Up and Shout,Dio,metalcore
6091,You've Got Another Thing Coming,Judas Priest,metalcore
6524,Sober,TOOL,metalcore
6305,Shot in the Dark,Ozzy Osbourne,metalcore
6024,Toxic garbage island,Gojira,metalcore
6009,Dance Macabre,Ghost,metalcore
6037,Civil War,Guns N' Roses,metalcore
6279,Bleak,Opeth,metalcore
5772,As the Pages Burn,Arch Enemy,metalcore
6012,Voodoo,Godsmack,metalcore
6181,Peace Sells,Megadeth,metalcore
6240,Same Ol' Situation (S.O.S.),Motley Crue,metalcore
6377,Bismarck,Sabaton,metalcore
6065,Take This Life,In Flames,metalcore
5792,Blow Your Trumpets Gabriel,Behemoth,metalcore
5843,Tears Don't Fall,Bullet For My Valentine,metalcore
5822,Imaginations from the Other Side - Remastered 2007,Blind Guardian,metalcore
6183,Hangar 18,Megadeth,metalcore
5738,Again,Alice In Chains,metalcore
6492,The Way It Is,Tesla,metalcore
6327,Empire,Queensryche,metalcore
5963,A Lesson in Violence,Exodus,metalcore
5764,Path,Apocalyptica,metalcore
6619,"You Don't Remember,I'll Never Forget",Yngwie Malmsteen,metalcore
5992,House of the Rising Sun,Five Finger Death Punch,metalcore
5859,Evisceration Plague,Cannibal Corpse,metalcore
6264,Holiday,Nazareth,metalcore
6383,Gutter Ballet,Savatage,metalcore
6540,Betrayer,Trivium,metalcore
6312,Domination,Pantera,metalcore
6395,Crusader,Saxon,metalcore
6367,The Devil's Rejects,Rob Zombie,metalcore
6251,Not Falling,Mudvayne,metalcore
6132,Betrayer,Kreator,metalcore
5787,Demigod,Behemoth,metalcore
6419,GET UP,Shinedown,metalcore
5771,The World Is Yours,Arch Enemy,metalcore
6620,Far Beyond The Sun,Yngwie Malmsteen,metalcore
6573,Welcome to Hell,Venom,metalcore
5971,Blood in Blood Out,Exodus,metalcore
6605,Love Ain't No Stranger,Whitesnake,metalcore
6213,The Human Factor,Metal Church,metalcore
5841,Chemical Wedding - 2001 Remaster,Bruce Dickinson,metalcore
5774,The Day You Died,Arch Enemy,metalcore
6004,From The Pinnacle To The Pit,Ghost,metalcore
5838,The Tower - 2001 Remaster,Bruce Dickinson,metalcore
6122,I Was Made For Lovin' You,Kiss,metalcore
6330,Metal Health (Bang Your Head),Quiet Riot,metalcore
5766,Ravenous,Arch Enemy,metalcore
6560,Too Hot to Handle - 2008 Remaster,UFO,metalcore
6324,The Needle Lies,Queensryche,metalcore
6154,Battle Hymn,Manowar,metalcore
6349,Back for More,Ratt,metalcore
6015,I Stand Alone,Godsmack,metalcore
6417,45,Shinedown,metalcore
6088,Rapid Fire,Judas Priest,metalcore
6293,The Years of Decay,Overkill,metalcore
6114,Cold Gin,Kiss,metalcore
6358,Light Comes Out Of Black,Rob Halford,metalcore
5894,Space Truckin',Deep Purple,metalcore
6218,Battery,Metallica,metalcore
6055,Halloween - 2024 Remaster,Helloween,metalcore
6080,2 Minutes to Midnight,Iron Maiden,metalcore
6515,Rosalie,Thin Lizzy,metalcore
6019,Cryin' Like A Bitch!!,Godsmack,metalcore
5835,Darkside of Aquarius - 2001 Remaster,Bruce Dickinson,metalcore
5920,Warrior,Disturbed,metalcore
5713,Restless and Wild,Accept,metalcore
6285,Windowpane,Opeth,metalcore
6199,New Millennium Cyanide Christ,Meshuggah,metalcore
5869,Visual Aggression,Celtic Frost,metalcore
6506,The Witch - Edit,The Cult,metalcore
6239,Kickstart My Heart,Motley Crue,metalcore
5723,School's Out,Alice Cooper,metalcore
6499,The Preacher,Testament,metalcore
6553,Leader of the Pack,Twisted Sister,metalcore
6406,Wind Of Change,Scorpions,metalcore
6459,Interstate Love Song,Stone Temple Pilots,metalcore
6527,Forty Six & 2,TOOL,metalcore
5946,Another Day,Dream Theater,metalcore
6425,How Did You Love,Shinedown,metalcore
6559,Space Child - 2007 Remaster,UFO,metalcore
6295,Deny the Cross,Overkill,metalcore
6011,Keep Away,Godsmack,metalcore
6528,Lateralus,TOOL,metalcore
5721,Halo of Flies,Alice Cooper,metalcore
6381,Hall of the Mountain King,Savatage,metalcore
5789,Slaves Shall Serve,Behemoth,metalcore
5807,Paranoid,Black Sabbath,metalcore
6032,Paradise City,Guns N' Roses,metalcore
5813,Sabbath Bloody Sabbath,Black Sabbath,metalcore
6038,Estranged,Guns N' Roses,metalcore
5715,Starlight,Accept,metalcore
6441,Before I Forget,Slipknot,metalcore
5749,The Way of Vikings,Amon Amarth,metalcore
5935,Dream Warriors,Dokken,metalcore
5750,Madhouse,Anthrax,metalcore
6048,The Devil Cried - Live from Radio City Music Hall,Heaven & Hell,metalcore
6565,Runnin' with the Devil,Van Halen,metalcore
5907,Let's Get Rocked,Def Leppard,metalcore
6580,Prime Evil,Venom,metalcore
6445,Snuff,Slipknot,metalcore
6242,Bomber,Motörhead,metalcore
5897,Perfect Strangers,Deep Purple,metalcore
6511,Fire Woman,The Cult,metalcore
6153,Now We Die,Machine Head,metalcore
6404,Still Loving You,Scorpions,metalcore
6000,Wash It All Away,Five Finger Death Punch,metalcore
6550,Stay Hungry,Twisted Sister,metalcore
6513,Rain,The Cult,metalcore
5995,Under and Over It,Five Finger Death Punch,metalcore
6437,Wait and Bleed,Slipknot,metalcore
5849,Your Betrayal,Bullet For My Valentine,metalcore
5887,The Hunter,Danzig,metalcore
6151,Aesthetics Of Hate,Machine Head,metalcore
5957,Pity,Drowning Pool,metalcore
6554,Doctor Doctor - 2007 Remaster,UFO,metalcore
6607,Slow an' Easy,Whitesnake,metalcore
5922,Ten Thousand Fists,Disturbed,metalcore
6097,Fixation on the Darkness,Killswitch Engage,metalcore
5989,Cars - Remix,Fear Factory,metalcore
6280,Harvest,Opeth,metalcore
6485,Modern Day Cowboy,Tesla,metalcore
5719,Teutonic Terror,Accept,metalcore
6361,Living Dead Girl,Rob Zombie,metalcore
5747,Deceiver of the Gods,Amon Amarth,metalcore
6582,A Warrior's Call,Volbeat,metalcore
5999,The Bleeding,Five Finger Death Punch,metalcore
6567,Unchained,Van Halen,metalcore
5853,"Stripped,Raped,And Strangled",Cannibal Corpse,metalcore
6135,Laid to Rest,Lamb of God,metalcore
6411,Attitude,Sepultura,metalcore
6575,"Bloodlust (7"" Version)",Venom,metalcore
5932,The Hunter,Dokken,metalcore
5820,Lost in the Twilight Hall - Remastered 2007,Blind Guardian,metalcore
6345,Kill The King,Rainbow,metalcore
6364,Feel So Numb,Rob Zombie,metalcore
6543,The Heart from Your Hate,Trivium,metalcore
5725,Poison,Alice Cooper,metalcore
6001,SECULAR HAZE,Ghost,metalcore
6562,Only You Can Rock Me - 2008 Remaster,UFO,metalcore
6342,The Temple Of The King,Rainbow,metalcore
5988,Linchpin,Fear Factory,metalcore
6147,Blood for Blood,Machine Head,metalcore
6172,Blood and Thunder,Mastodon,metalcore
6236,"Girls,Girls,Girls",Motley Crue,metalcore
6068,The Mirror's Truth,In Flames,metalcore
6052,Fear,Heaven & Hell,metalcore
6250,Death Blooms,Mudvayne,metalcore
6109,Sleepless Nights,King Diamond,metalcore
6177,The Motherload,Mastodon,metalcore
6539,Shogun,Trivium,metalcore
5846,Hearts Burst into Fire,Bullet For My Valentine,metalcore
6035,Welcome To The Jungle,Guns N' Roses,metalcore
6149,Halo,Machine Head,metalcore
5945,"Metropolis - Part I: ""The Miracle and the Sleeper""",Dream Theater,metalcore
6136,Now You've Got Something to Die For - Live Album Version,Lamb of God,metalcore
6478,Science,System Of A Down,metalcore
6054,Power,Helloween,metalcore
6532,The Pot,TOOL,metalcore
5948,A Change of Seasons - The Crimson Sunrise,Dream Theater,metalcore
6398,Make It Real,Scorpions,metalcore
5880,She Rides,Danzig,metalcore
5952,As I Am,Dream Theater,metalcore
5892,Lazy,Deep Purple,metalcore
6249,(We Are) The Road Crew (Live at Hammersmith),Motörhead,metalcore
5776,Unholy Confessions,Avenged Sevenfold,metalcore
6310,A New Level,Pantera,metalcore
6300,Mr. Crowley,Ozzy Osbourne,metalcore
6535,A Gunshot to the Head of Trepidation,Trivium,metalcore
5867,A Dying God Coming into Human Flesh,Celtic Frost,metalcore
6386,Edge of Thorns,Savatage,metalcore
6176,Oblivion,Mastodon,metalcore
6458,Big Empty,Stone Temple Pilots,metalcore
5839,Tears of the Dragon - 2001 Remaster,Bruce Dickinson,metalcore
6547,Burn in Hell,Twisted Sister,metalcore
5831,Burnin' for You,Blue Oyster Cult,metalcore
5904,Hysteria,Def Leppard,metalcore
6576,"In League with Satan (7"" Version)",Venom,metalcore
6270,Nemo,Nightwish,metalcore
6583,Lola Montez,Volbeat,metalcore
6189,Trust,Megadeth,metalcore
5954,Panic Attack,Dream Theater,metalcore
6357,War of Words,Rob Halford,metalcore
6529,Parabola,TOOL,metalcore
5706,Imagine,A Perfect Circle,metalcore
5941,Heroes of Our Time,DragonForce,metalcore
6081,Aces High,Iron Maiden,metalcore
6167,Rock Is Dead,Marilyn Manson,metalcore
6481,B.Y.O.B.,System Of A Down,metalcore
6343,Since You Been Gone,Rainbow,metalcore
5991,Bad Company,Five Finger Death Punch,metalcore
6090,The Hellion,Judas Priest,metalcore
6606,Slide It In,Whitesnake,metalcore
